Ticket_id,Team_1,Team_2,Venue,Stage,Importance,Seat_Type,Days_until_match,Base_Price,Tickets_Sold,Year,Seat_Multiplier,Base_Price_Base,Importance_Factor,Days_Factor,Sales_Factor,Base_Price_Reconstructed,Importance_Num,Stage_Num,Venue_Num,Team1_Num,Team2_Num,Importance_Impact,Final_Price
358,Saudi Arabia,Mexico,Lusail Stadium,Group Stage,low,Diamond,3,825,0.23,2022,3.0,275.0,0.0,0.2,0.1,,2,1,6,30,22,825.0,330.0
359,Saudi Arabia,Mexico,Lusail Stadium,Group Stage,low,Diamond,5,825,0.24,2022,3.0,275.0,0.0,0.1,0.1,,2,1,6,30,22,825.0,330.0
360,Saudi Arabia,Mexico,Lusail Stadium,Group Stage,low,Diamond,7,825,0.42,2022,3.0,275.0,0.0,0.0,0.1,,2,1,6,30,22,825.0,330.0
361,Croatia,Belgium,Ahmad Bin Ali Stadium,Group Stage,low,Bronze,3,259,0.4,2022,1.0,259.0,0.0,0.2,0.1,336.7,2,1,0,8,3,777.0,310.8
362,Croatia,Belgium,Ahmad Bin Ali Stadium,Group Stage,low,Bronze,5,259,0.36,2022,1.0,259.0,0.0,0.1,0.1,310.80000000000007,2,1,0,8,3,777.0,310.8
363,Croatia,Belgium,Ahmad Bin Ali Stadium,Group Stage,low,Bronze,7,259,0.36,2022,1.0,259.0,0.0,0.0,0.1,284.90000000000003,2,1,0,8,3,777.0,310.8
364,Croatia,Belgium,Ahmad Bin Ali Stadium,Group Stage,low,Gold,3,619,0.46,2022,2.0,309.5,0.0,0.2,0.1,402.35,2,1,0,8,3,928.5,371.4
365,Croatia,Belgium,Ahmad Bin Ali Stadium,Group Stage,low,Gold,5,619,0.42,2022,2.0,309.5,0.0,0.1,0.1,371.4,2,1,0,8,3,928.5,371.4
366,Croatia,Belgium,Ahmad Bin Ali Stadium,Group Stage,low,Gold,7,619,0.41,2022,2.0,309.5,0.0,0.0,0.1,340.45000000000005,2,1,0,8,3,928.5,371.4
367,Croatia,Belgium,Ahmad Bin Ali Stadium,Group Stage,low,Diamond,3,825,0.44,2022,3.0,275.0,0.0,0.2,0.1,,2,1,0,8,3,825.0,330.0
368,Croatia,Belgium,Ahmad Bin Ali Stadium,Group Stage,low,Diamond,5,825,0.36,2022,3.0,275.0,0.0,0.1,0.1,,2,1,0,8,3,825.0,330.0
369,Croatia,Belgium,Ahmad Bin Ali Stadium,Group Stage,low,Diamond,7,825,0.45,2022,3.0,275.0,0.0,0.0,0.1,,2,1,0,8,3,825.0,330.0
370,Canada,Morocco,Al Thumama Stadium,Group Stage,low,Bronze,3,259,0.31,2022,1.0,259.0,0.0,0.2,0.1,336.7,2,1,3,5,23,777.0,310.8
371,Canada,Morocco,Al Thumama Stadium,Group Stage,low,Bronze,5,259,0.49,2022,1.0,259.0,0.0,0.1,0.1,310.80000000000007,2,1,3,5,23,777.0,310.8
372,Canada,Morocco,Al Thumama Stadium,Group Stage,low,Bronze,7,259,0.3,2022,1.0,259.0,0.0,0.0,0.1,284.90000000000003,2,1,3,5,23,777.0,310.8
373,Canada,Morocco,Al Thumama Stadium,Group Stage,low,Gold,3,619,0.27,2022,2.0,309.5,0.0,0.2,0.1,402.35,2,1,3,5,23,928.5,371.4
374,Canada,Morocco,Al Thumama Stadium,Group Stage,low,Gold,5,619,0.26,2022,2.0,309.5,0.0,0.1,0.1,371.4,2,1,3,5,23,928.5,371.4
375,Canada,Morocco,Al Thumama Stadium,Group Stage,low,Gold,7,619,0.46,2022,2.0,309.5,0.0,0.0,0.1,340.45000000000005,2,1,3,5,23,928.5,371.4
376,Canada,Morocco,Al Thumama Stadium,Group Stage,low,Diamond,3,825,0.34,2022,3.0,275.0,0.0,0.2,0.1,,2,1,3,5,23,825.0,330.0
377,Canada,Morocco,Al Thumama Stadium,Group Stage,low,Diamond,5,825,0.37,2022,3.0,275.0,0.0,0.1,0.1,,2,1,3,5,23,825.0,330.0
378,Canada,Morocco,Al Thumama Stadium,Group Stage,low,Diamond,7,825,0.38,2022,3.0,275.0,0.0,0.0,0.1,,2,1,3,5,23,825.0,330.0
379,Japan,Spain,Khalifa International,Group Stage,low,Bronze,3,259,0.35,2022,1.0,259.0,0.0,0.2,0.1,336.7,2,1,5,18,37,777.0,310.8
380,Japan,Spain,Khalifa International,Group Stage,low,Bronze,5,259,0.26,2022,1.0,259.0,0.0,0.1,0.1,310.80000000000007,2,1,5,18,37,777.0,310.8
381,Japan,Spain,Khalifa International,Group Stage,low,Bronze,7,259,0.38,2022,1.0,259.0,0.0,0.0,0.1,284.90000000000003,2,1,5,18,37,777.0,310.8
382,Japan,Spain,Khalifa International,Group Stage,low,Gold,3,619,0.28,2022,2.0,309.5,0.0,0.2,0.1,402.35,2,1,5,18,37,928.5,371.4
383,Japan,Spain,Khalifa International,Group Stage,low,Gold,5,619,0.26,2022,2.0,309.5,0.0,0.1,0.1,371.4,2,1,5,18,37,928.5,371.4
384,Japan,Spain,Khalifa International,Group Stage,low,Gold,7,619,0.48,2022,2.0,309.5,0.0,0.0,0.1,340.45000000000005,2,1,5,18,37,928.5,371.4
385,Japan,Spain,Khalifa International,Group Stage,low,Diamond,3,825,0.37,2022,3.0,275.0,0.0,0.2,0.1,,2,1,5,18,37,825.0,330.0
386,Japan,Spain,Khalifa International,Group Stage,low,Diamond,5,825,0.24,2022,3.0,275.0,0.0,0.1,0.1,,2,1,5,18,37,825.0,330.0
387,Japan,Spain,Khalifa International,Group Stage,low,Diamond,7,825,0.34,2022,3.0,275.0,0.0,0.0,0.1,,2,1,5,18,37,825.0,330.0
388,Costa Rica,Germany,Al Bayt Stadium,Group Stage,low,Bronze,3,259,0.26,2022,1.0,259.0,0.0,0.2,0.1,336.7,2,1,1,7,16,777.0,310.8
389,Costa Rica,Germany,Al Bayt Stadium,Group Stage,low,Bronze,5,259,0.36,2022,1.0,259.0,0.0,0.1,0.1,310.80000000000007,2,1,1,7,16,777.0,310.8
390,Costa Rica,Germany,Al Bayt Stadium,Group Stage,low,Bronze,7,259,0.33,2022,1.0,259.0,0.0,0.0,0.1,284.90000000000003,2,1,1,7,16,777.0,310.8
391,Costa Rica,Germany,Al Bayt Stadium,Group Stage,low,Gold,3,619,0.23,2022,2.0,309.5,0.0,0.2,0.1,402.35,2,1,1,7,16,928.5,371.4
392,Costa Rica,Germany,Al Bayt Stadium,Group Stage,low,Gold,5,619,0.47,2022,2.0,309.5,0.0,0.1,0.1,371.4,2,1,1,7,16,928.5,371.4
393,Costa Rica,Germany,Al Bayt Stadium,Group Stage,low,Gold,7,619,0.4,2022,2.0,309.5,0.0,0.0,0.1,340.45000000000005,2,1,1,7,16,928.5,371.4
394,Costa Rica,Germany,Al Bayt Stadium,Group Stage,low,Diamond,3,825,0.3,2022,3.0,275.0,0.0,0.2,0.1,,2,1,1,7,16,825.0,330.0
395,Costa Rica,Germany,Al Bayt Stadium,Group Stage,low,Diamond,5,825,0.45,2022,3.0,275.0,0.0,0.1,0.1,,2,1,1,7,16,825.0,330.0
396,Costa Rica,Germany,Al Bayt Stadium,Group Stage,low,Diamond,7,825,0.36,2022,3.0,275.0,0.0,0.0,0.1,,2,1,1,7,16,825.0,330.0
397,South Korea,Portugal,Education City Stadium,Group Stage,low,Bronze,3,259,0.24,2022,1.0,259.0,0.0,0.2,0.1,336.7,2,1,4,33,29,777.0,310.8
398,South Korea,Portugal,Education City Stadium,Group Stage,low,Bronze,5,259,0.37,2022,1.0,259.0,0.0,0.1,0.1,310.80000000000007,2,1,4,33,29,777.0,310.8
399,South Korea,Portugal,Education City Stadium,Group Stage,low,Bronze,7,259,0.33,2022,1.0,259.0,0.0,0.0,0.1,284.90000000000003,2,1,4,33,29,777.0,310.8
400,South Korea,Portugal,Education City Stadium,Group Stage,low,Gold,3,619,0.45,2022,2.0,309.5,0.0,0.2,0.1,402.35,2,1,4,33,29,928.5,371.4
401,South Korea,Portugal,Education City Stadium,Group Stage,low,Gold,5,619,0.45,2022,2.0,309.5,0.0,0.1,0.1,371.4,2,1,4,33,29,928.5,371.4
402,South Korea,Portugal,Education City Stadium,Group Stage,low,Gold,7,619,0.4,2022,2.0,309.5,0.0,0.0,0.1,340.45000000000005,2,1,4,33,29,928.5,371.4
403,South Korea,Portugal,Education City Stadium,Group Stage,low,Diamond,3,825,0.42,2022,3.0,275.0,0.0,0.2,0.1,,2,1,4,33,29,825.0,330.0
404,South Korea,Portugal,Education City Stadium,Group Stage,low,Diamond,5,825,0.34,2022,3.0,275.0,0.0,0.1,0.1,,2,1,4,33,29,825.0,330.0
405,South Korea,Portugal,Education City Stadium,Group Stage,low,Diamond,7,825,0.31,2022,3.0,275.0,0.0,0.0,0.1,,2,1,4,33,29,825.0,330.0
406,Ghana,Uruguay,Al Janoub Stadium,Group Stage,low,Bronze,3,259,0.49,2022,1.0,259.0,0.0,0.2,0.1,336.7,2,1,2,15,42,777.0,310.8
407,Ghana,Uruguay,Al Janoub Stadium,Group Stage,low,Bronze,5,259,0.2,2022,1.0,259.0,0.0,0.1,0.0,284.90000000000003,2,1,2,15,42,777.0,310.8
408,Ghana,Uruguay,Al Janoub Stadium,Group Stage,low,Bronze,7,259,0.34,2022,1.0,259.0,0.0,0.0,0.1,284.90000000000003,2,1,2,15,42,777.0,310.8
409,Ghana,Uruguay,Al Janoub Stadium,Group Stage,low,Gold,3,619,0.44,2022,2.0,309.5,0.0,0.2,0.1,402.35,2,1,2,15,42,928.5,371.4
410,Ghana,Uruguay,Al Janoub Stadium,Group Stage,low,Gold,5,619,0.26,2022,2.0,309.5,0.0,0.1,0.1,371.4,2,1,2,15,42,928.5,371.4
411,Ghana,Uruguay,Al Janoub Stadium,Group Stage,low,Gold,7,619,0.34,2022,2.0,309.5,0.0,0.0,0.1,340.45000000000005,2,1,2,15,42,928.5,371.4
412,Ghana,Uruguay,Al Janoub Stadium,Group Stage,low,Diamond,3,825,0.24,2022,3.0,275.0,0.0,0.2,0.1,,2,1,2,15,42,825.0,330.0
413,Ghana,Uruguay,Al Janoub Stadium,Group Stage,low,Diamond,5,825,0.37,2022,3.0,275.0,0.0,0.1,0.1,,2,1,2,15,42,825.0,330.0
414,Ghana,Uruguay,Al Janoub Stadium,Group Stage,low,Diamond,7,825,0.24,2022,3.0,275.0,0.0,0.0,0.1,,2,1,2,15,42,825.0,330.0
415,Serbia,Switzerland,Stadium 974,Group Stage,low,Bronze,3,259,0.26,2022,1.0,259.0,0.0,0.2,0.1,336.7,2,1,7,32,39,777.0,310.8
416,Serbia,Switzerland,Stadium 974,Group Stage,low,Bronze,5,259,0.4,2022,1.0,259.0,0.0,0.1,0.1,310.80000000000007,2,1,7,32,39,777.0,310.8
417,Serbia,Switzerland,Stadium 974,Group Stage,low,Bronze,7,259,0.42,2022,1.0,259.0,0.0,0.0,0.1,284.90000000000003,2,1,7,32,39,777.0,310.8
418,Serbia,Switzerland,Stadium 974,Group Stage,low,Gold,3,619,0.48,2022,2.0,309.5,0.0,0.2,0.1,402.35,2,1,7,32,39,928.5,371.4
419,Serbia,Switzerland,Stadium 974,Group Stage,low,Gold,5,619,0.46,2022,2.0,309.5,0.0,0.1,0.1,371.4,2,1,7,32,39,928.5,371.4
420,Serbia,Switzerland,Stadium 974,Group Stage,low,Gold,7,619,0.25,2022,2.0,309.5,0.0,0.0,0.1,340.45000000000005,2,1,7,32,39,928.5,371.4
421,Serbia,Switzerland,Stadium 974,Group Stage,low,Diamond,3,825,0.26,2022,3.0,275.0,0.0,0.2,0.1,,2,1,7,32,39,825.0,330.0
422,Serbia,Switzerland,Stadium 974,Group Stage,low,Diamond,5,825,0.31,2022,3.0,275.0,0.0,0.1,0.1,,2,1,7,32,39,825.0,330.0
423,Serbia,Switzerland,Stadium 974,Group Stage,low,Diamond,7,825,0.26,2022,3.0,275.0,0.0,0.0,0.1,,2,1,7,32,39,825.0,330.0
424,Cameroon,Brazil,Lusail Stadium,Group Stage,low,Bronze,3,259,0.39,2022,1.0,259.0,0.0,0.2,0.1,336.7,2,1,6,4,4,777.0,310.8
425,Cameroon,Brazil,Lusail Stadium,Group Stage,low,Bronze,5,259,0.46,2022,1.0,259.0,0.0,0.1,0.1,310.80000000000007,2,1,6,4,4,777.0,310.8
426,Cameroon,Brazil,Lusail Stadium,Group Stage,low,Bronze,7,259,0.44,2022,1.0,259.0,0.0,0.0,0.1,284.90000000000003,2,1,6,4,4,777.0,310.8
427,Cameroon,Brazil,Lusail Stadium,Group Stage,low,Gold,3,619,0.37,2022,2.0,309.5,0.0,0.2,0.1,402.35,2,1,6,4,4,928.5,371.4
428,Cameroon,Brazil,Lusail Stadium,Group Stage,low,Gold,5,619,0.21,2022,2.0,309.5,0.0,0.1,0.1,371.4,2,1,6,4,4,928.5,371.4
429,Cameroon,Brazil,Lusail Stadium,Group Stage,low,Gold,7,619,0.29,2022,2.0,309.5,0.0,0.0,0.1,340.45000000000005,2,1,6,4,4,928.5,371.4
430,Cameroon,Brazil,Lusail Stadium,Group Stage,low,Diamond,3,825,0.45,2022,3.0,275.0,0.0,0.2,0.1,,2,1,6,4,4,825.0,330.0
431,Cameroon,Brazil,Lusail Stadium,Group Stage,low,Diamond,5,825,0.37,2022,3.0,275.0,0.0,0.1,0.1,,2,1,6,4,4,825.0,330.0
432,Cameroon,Brazil,Lusail Stadium,Group Stage,low,Diamond,7,825,0.28,2022,3.0,275.0,0.0,0.0,0.1,,2,1,6,4,4,825.0,330.0
433,Netherlands,USA,Khalifa International,Round of 16,Medium,Bronze,3,360,0.52,2022,1.0,360.0,0.1,0.2,0.2,540.0,1,3,5,21,41,360.0,396.00000000000006
434,Netherlands,USA,Khalifa International,Round of 16,Medium,Bronze,5,360,0.46,2022,1.0,360.0,0.1,0.1,0.1,468.0000000000001,1,3,5,21,41,360.0,396.00000000000006
435,Netherlands,USA,Khalifa International,Round of 16,Medium,Bronze,7,360,0.47,2022,1.0,360.0,0.1,0.0,0.1,432.00000000000006,1,3,5,21,41,360.0,396.00000000000006
436,Netherlands,USA,Khalifa International,Round of 16,Medium,Gold,3,773,0.7,2022,2.0,386.5,0.1,0.2,0.2,579.75,1,3,5,21,41,386.5,425.15000000000003
437,Netherlands,USA,Khalifa International,Round of 16,Medium,Gold,5,773,0.41,2022,2.0,386.5,0.1,0.1,0.1,502.4500000000001,1,3,5,21,41,386.5,425.15000000000003
438,Netherlands,USA,Khalifa International,Round of 16,Medium,Gold,7,773,0.43,2022,2.0,386.5,0.1,0.0,0.1,463.80000000000007,1,3,5,21,41,386.5,425.15000000000003
439,Netherlands,USA,Khalifa International,Round of 16,Medium,Diamond,3,1031,0.6,2022,3.0,343.6666666666667,0.1,0.2,0.2,,1,3,5,21,41,343.6666666666667,378.03333333333336
440,Netherlands,USA,Khalifa International,Round of 16,Medium,Diamond,5,1031,0.54,2022,3.0,343.6666666666667,0.1,0.1,0.2,,1,3,5,21,41,343.6666666666667,378.03333333333336
441,Netherlands,USA,Khalifa International,Round of 16,Medium,Diamond,7,1031,0.56,2022,3.0,343.6666666666667,0.1,0.0,0.2,,1,3,5,21,41,343.6666666666667,378.03333333333336
442,Argentina,Australia,Ahmad Bin Ali Stadium,Round of 16,Medium,Bronze,3,360,0.67,2022,1.0,360.0,0.1,0.2,0.2,540.0,1,3,0,0,2,360.0,396.00000000000006
443,Argentina,Australia,Ahmad Bin Ali Stadium,Round of 16,Medium,Bronze,5,360,0.43,2022,1.0,360.0,0.1,0.1,0.1,468.0000000000001,1,3,0,0,2,360.0,396.00000000000006
444,Argentina,Australia,Ahmad Bin Ali Stadium,Round of 16,Medium,Bronze,7,360,0.55,2022,1.0,360.0,0.1,0.0,0.2,468.0,1,3,0,0,2,360.0,396.00000000000006
445,Argentina,Australia,Ahmad Bin Ali Stadium,Round of 16,Medium,Gold,3,773,0.48,2022,2.0,386.5,0.1,0.2,0.1,541.1,1,3,0,0,2,386.5,425.15000000000003
446,Argentina,Australia,Ahmad Bin Ali Stadium,Round of 16,Medium,Gold,5,773,0.48,2022,2.0,386.5,0.1,0.1,0.1,502.4500000000001,1,3,0,0,2,386.5,425.15000000000003
447,Argentina,Australia,Ahmad Bin Ali Stadium,Round of 16,Medium,Gold,7,773,0.61,2022,2.0,386.5,0.1,0.0,0.2,502.4500000000001,1,3,0,0,2,386.5,425.15000000000003
448,Argentina,Australia,Ahmad Bin Ali Stadium,Round of 16,Medium,Diamond,3,1031,0.72,2022,3.0,343.6666666666667,0.1,0.2,0.2,,1,3,0,0,2,343.6666666666667,378.03333333333336
449,Argentina,Australia,Ahmad Bin Ali Stadium,Round of 16,Medium,Diamond,5,1031,0.73,2022,3.0,343.6666666666667,0.1,0.1,0.2,,1,3,0,0,2,343.6666666666667,378.03333333333336
450,Argentina,Australia,Ahmad Bin Ali Stadium,Round of 16,Medium,Diamond,7,1031,0.59,2022,3.0,343.6666666666667,0.1,0.0,0.2,,1,3,0,0,2,343.6666666666667,378.03333333333336
451,France,Poland,Al Thumama Stadium,Round of 16,Medium,Bronze,3,360,0.59,2022,1.0,360.0,0.1,0.2,0.2,540.0,1,3,3,13,28,360.0,396.00000000000006
452,France,Poland,Al Thumama Stadium,Round of 16,Medium,Bronze,5,360,0.42,2022,1.0,360.0,0.1,0.1,0.1,468.0000000000001,1,3,3,13,28,360.0,396.00000000000006
453,France,Poland,Al Thumama Stadium,Round of 16,Medium,Bronze,7,360,0.52,2022,1.0,360.0,0.1,0.0,0.2,468.0,1,3,3,13,28,360.0,396.00000000000006
454,France,Poland,Al Thumama Stadium,Round of 16,Medium,Gold,3,773,0.43,2022,2.0,386.5,0.1,0.2,0.1,541.1,1,3,3,13,28,386.5,425.15000000000003
455,France,Poland,Al Thumama Stadium,Round of 16,Medium,Gold,5,773,0.52,2022,2.0,386.5,0.1,0.1,0.2,541.1,1,3,3,13,28,386.5,425.15000000000003
456,France,Poland,Al Thumama Stadium,Round of 16,Medium,Gold,7,773,0.52,2022,2.0,386.5,0.1,0.0,0.2,502.4500000000001,1,3,3,13,28,386.5,425.15000000000003
457,France,Poland,Al Thumama Stadium,Round of 16,Medium,Diamond,3,1031,0.54,2022,3.0,343.6666666666667,0.1,0.2,0.2,,1,3,3,13,28,343.6666666666667,378.03333333333336
458,France,Poland,Al Thumama Stadium,Round of 16,Medium,Diamond,5,1031,0.58,2022,3.0,343.6666666666667,0.1,0.1,0.2,,1,3,3,13,28,343.6666666666667,378.03333333333336
459,France,Poland,Al Thumama Stadium,Round of 16,Medium,Diamond,7,1031,0.69,2022,3.0,343.6666666666667,0.1,0.0,0.2,,1,3,3,13,28,343.6666666666667,378.03333333333336
460,England,Senegal,Al Bayt Stadium,Round of 16,Medium,Bronze,3,360,0.6,2022,1.0,360.0,0.1,0.2,0.2,540.0,1,3,1,12,33,360.0,396.00000000000006
461,England,Senegal,Al Bayt Stadium,Round of 16,Medium,Bronze,5,360,0.47,2022,1.0,360.0,0.1,0.1,0.1,468.0000000000001,1,3,1,12,33,360.0,396.00000000000006
462,England,Senegal,Al Bayt Stadium,Round of 16,Medium,Bronze,7,360,0.41,2022,1.0,360.0,0.1,0.0,0.1,432.00000000000006,1,3,1,12,33,360.0,396.00000000000006
463,England,Senegal,Al Bayt Stadium,Round of 16,Medium,Gold,3,773,0.43,2022,2.0,386.5,0.1,0.2,0.1,541.1,1,3,1,12,33,386.5,425.15000000000003
464,England,Senegal,Al Bayt Stadium,Round of 16,Medium,Gold,5,773,0.73,2022,2.0,386.5,0.1,0.1,0.2,541.1,1,3,1,12,33,386.5,425.15000000000003
465,England,Senegal,Al Bayt Stadium,Round of 16,Medium,Gold,7,773,0.42,2022,2.0,386.5,0.1,0.0,0.1,463.80000000000007,1,3,1,12,33,386.5,425.15000000000003
466,England,Senegal,Al Bayt Stadium,Round of 16,Medium,Diamond,3,1031,0.68,2022,3.0,343.6666666666667,0.1,0.2,0.2,,1,3,1,12,33,343.6666666666667,378.03333333333336
467,England,Senegal,Al Bayt Stadium,Round of 16,Medium,Diamond,5,1031,0.72,2022,3.0,343.6666666666667,0.1,0.1,0.2,,1,3,1,12,33,343.6666666666667,378.03333333333336
468,England,Senegal,Al Bayt Stadium,Round of 16,Medium,Diamond,7,1031,0.69,2022,3.0,343.6666666666667,0.1,0.0,0.2,,1,3,1,12,33,343.6666666666667,378.03333333333336
469,Japan,Croatia,Al Janoub Stadium,Round of 16,Medium,Bronze,3,360,0.5,2022,1.0,360.0,0.1,0.2,0.1,504.00000000000006,1,3,2,18,10,360.0,396.00000000000006
470,Japan,Croatia,Al Janoub Stadium,Round of 16,Medium,Bronze,5,360,0.48,2022,1.0,360.0,0.1,0.1,0.1,468.0000000000001,1,3,2,18,10,360.0,396.00000000000006
471,Japan,Croatia,Al Janoub Stadium,Round of 16,Medium,Bronze,7,360,0.51,2022,1.0,360.0,0.1,0.0,0.2,468.0,1,3,2,18,10,360.0,396.00000000000006
472,Japan,Croatia,Al Janoub Stadium,Round of 16,Medium,Gold,3,773,0.51,2022,2.0,386.5,0.1,0.2,0.2,579.75,1,3,2,18,10,386.5,425.15000000000003
473,Japan,Croatia,Al Janoub Stadium,Round of 16,Medium,Gold,5,773,0.65,2022,2.0,386.5,0.1,0.1,0.2,541.1,1,3,2,18,10,386.5,425.15000000000003
474,Japan,Croatia,Al Janoub Stadium,Round of 16,Medium,Gold,7,773,0.62,2022,2.0,386.5,0.1,0.0,0.2,502.4500000000001,1,3,2,18,10,386.5,425.15000000000003
475,Japan,Croatia,Al Janoub Stadium,Round of 16,Medium,Diamond,3,1031,0.68,2022,3.0,343.6666666666667,0.1,0.2,0.2,,1,3,2,18,10,343.6666666666667,378.03333333333336
476,Japan,Croatia,Al Janoub Stadium,Round of 16,Medium,Diamond,5,1031,0.5,2022,3.0,343.6666666666667,0.1,0.1,0.1,,1,3,2,18,10,343.6666666666667,378.03333333333336
477,Japan,Croatia,Al Janoub Stadium,Round of 16,Medium,Diamond,7,1031,0.45,2022,3.0,343.6666666666667,0.1,0.0,0.1,,1,3,2,18,10,343.6666666666667,378.03333333333336
478,Brazil,South Korea,Stadium 974,Round of 16,Medium,Bronze,3,360,0.73,2022,1.0,360.0,0.1,0.2,0.2,540.0,1,3,7,3,36,360.0,396.00000000000006
479,Brazil,South Korea,Stadium 974,Round of 16,Medium,Bronze,5,360,0.69,2022,1.0,360.0,0.1,0.1,0.2,504.00000000000006,1,3,7,3,36,360.0,396.00000000000006
480,Brazil,South Korea,Stadium 974,Round of 16,Medium,Bronze,7,360,0.56,2022,1.0,360.0,0.1,0.0,0.2,468.0,1,3,7,3,36,360.0,396.00000000000006
481,Brazil,South Korea,Stadium 974,Round of 16,Medium,Gold,3,773,0.48,2022,2.0,386.5,0.1,0.2,0.1,541.1,1,3,7,3,36,386.5,425.15000000000003
482,Brazil,South Korea,Stadium 974,Round of 16,Medium,Gold,5,773,0.61,2022,2.0,386.5,0.1,0.1,0.2,541.1,1,3,7,3,36,386.5,425.15000000000003
483,Brazil,South Korea,Stadium 974,Round of 16,Medium,Gold,7,773,0.67,2022,2.0,386.5,0.1,0.0,0.2,502.4500000000001,1,3,7,3,36,386.5,425.15000000000003
484,Brazil,South Korea,Stadium 974,Round of 16,Medium,Diamond,3,1031,0.6,2022,3.0,343.6666666666667,0.1,0.2,0.2,,1,3,7,3,36,343.6666666666667,378.03333333333336
485,Brazil,South Korea,Stadium 974,Round of 16,Medium,Diamond,5,1031,0.63,2022,3.0,343.6666666666667,0.1,0.1,0.2,,1,3,7,3,36,343.6666666666667,378.03333333333336
486,Brazil,South Korea,Stadium 974,Round of 16,Medium,Diamond,7,1031,0.64,2022,3.0,343.6666666666667,0.1,0.0,0.2,,1,3,7,3,36,343.6666666666667,378.03333333333336
487,Morocco,Spain,Education City Stadium,Round of 16,Medium,Bronze,3,360,0.75,2022,1.0,360.0,0.1,0.2,0.2,540.0,1,3,4,20,37,360.0,396.00000000000006
488,Morocco,Spain,Education City Stadium,Round of 16,Medium,Bronze,5,360,0.69,2022,1.0,360.0,0.1,0.1,0.2,504.00000000000006,1,3,4,20,37,360.0,396.00000000000006
489,Morocco,Spain,Education City Stadium,Round of 16,Medium,Bronze,7,360,0.53,2022,1.0,360.0,0.1,0.0,0.2,468.0,1,3,4,20,37,360.0,396.00000000000006
490,Morocco,Spain,Education City Stadium,Round of 16,Medium,Gold,3,773,0.5,2022,2.0,386.5,0.1,0.2,0.1,541.1,1,3,4,20,37,386.5,425.15000000000003
491,Morocco,Spain,Education City Stadium,Round of 16,Medium,Gold,5,773,0.63,2022,2.0,386.5,0.1,0.1,0.2,541.1,1,3,4,20,37,386.5,425.15000000000003
492,Morocco,Spain,Education City Stadium,Round of 16,Medium,Gold,7,773,0.4,2022,2.0,386.5,0.1,0.0,0.1,463.80000000000007,1,3,4,20,37,386.5,425.15000000000003
493,Morocco,Spain,Education City Stadium,Round of 16,Medium,Diamond,3,1031,0.49,2022,3.0,343.6666666666667,0.1,0.2,0.1,,1,3,4,20,37,343.6666666666667,378.03333333333336
494,Morocco,Spain,Education City Stadium,Round of 16,Medium,Diamond,5,1031,0.42,2022,3.0,343.6666666666667,0.1,0.1,0.1,,1,3,4,20,37,343.6666666666667,378.03333333333336
495,Morocco,Spain,Education City Stadium,Round of 16,Medium,Diamond,7,1031,0.6,2022,3.0,343.6666666666667,0.1,0.0,0.2,,1,3,4,20,37,343.6666666666667,378.03333333333336
496,Portugal,Switzerland,Lusail Stadium,Round of 16,Medium,Bronze,3,360,0.56,2022,1.0,360.0,0.1,0.2,0.2,540.0,1,3,6,27,39,360.0,396.00000000000006
497,Portugal,Switzerland,Lusail Stadium,Round of 16,Medium,Bronze,5,360,0.64,2022,1.0,360.0,0.1,0.1,0.2,504.00000000000006,1,3,6,27,39,360.0,396.00000000000006
498,Portugal,Switzerland,Lusail Stadium,Round of 16,Medium,Bronze,7,360,0.46,2022,1.0,360.0,0.1,0.0,0.1,432.00000000000006,1,3,6,27,39,360.0,396.00000000000006
499,Portugal,Switzerland,Lusail Stadium,Round of 16,Medium,Gold,3,773,0.45,2022,2.0,386.5,0.1,0.2,0.1,541.1,1,3,6,27,39,386.5,425.15000000000003
500,Portugal,Switzerland,Lusail Stadium,Round of 16,Medium,Gold,5,773,0.47,2022,2.0,386.5,0.1,0.1,0.1,502.4500000000001,1,3,6,27,39,386.5,425.15000000000003
501,Portugal,Switzerland,Lusail Stadium,Round of 16,Medium,Gold,7,773,0.53,2022,2.0,386.5,0.1,0.0,0.2,502.4500000000001,1,3,6,27,39,386.5,425.15000000000003
502,Portugal,Switzerland,Lusail Stadium,Round of 16,Medium,Diamond,3,1031,0.58,2022,3.0,343.6666666666667,0.1,0.2,0.2,,1,3,6,27,39,343.6666666666667,378.03333333333336
503,Portugal,Switzerland,Lusail Stadium,Round of 16,Medium,Diamond,5,1031,0.71,2022,3.0,343.6666666666667,0.1,0.1,0.2,,1,3,6,27,39,343.6666666666667,378.03333333333336
504,Portugal,Switzerland,Lusail Stadium,Round of 16,Medium,Diamond,7,1031,0.53,2022,3.0,343.6666666666667,0.1,0.0,0.2,,1,3,6,27,39,343.6666666666667,378.03333333333336
505,Croatia,Brazil,Education City Stadium,Quarter-finals,Medium,Bronze,3,773,0.74,2022,1.0,773.0,0.1,0.2,0.2,1159.5,1,2,4,8,4,773.0,850.3000000000001
506,Croatia,Brazil,Education City Stadium,Quarter-finals,Medium,Bronze,5,773,0.81,2022,1.0,773.0,0.1,0.1,0.3,1159.5000000000002,1,2,4,8,4,773.0,850.3000000000001
507,Croatia,Brazil,Education City Stadium,Quarter-finals,Medium,Bronze,7,773,0.68,2022,1.0,773.0,0.1,0.0,0.2,1004.9,1,2,4,8,4,773.0,850.3000000000001
